id_conexion,segmento_origen,segmento_destino,puerto,protocolo,volumen_mb_sesion,frecuencia_dia,hora_predominante,duracion_seg,servicio_negocio,etiqueta_real,destino_externo,puerto_no_estandar
CX289,SEG_SERVIDORES,SEG_DMZ,443,tcp,4.3,61.3,16.7,132.9,publicación de servicios,benigna,0,0
CX099,SEG_USUARIOS,EXTERNO,443,tcp,55.7,26.8,6.1,121.1,navegación web,benigna,1,0
CX535,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,24.8,64.6,8.4,193.2,administración remota,benigna,0,0
CX093,SEG_SERVIDORES,EXTERNO,25,tcp,78.1,75.0,12.5,134.7,correo saliente,benigna,1,0
CX432,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,45.0,78.4,13.0,19.0,portal interno,benigna,0,0
CX095,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,31.7,4.1,8.5,15.5,administración remota,benigna,0,0
CX032,SEG_PAGOS,SEG_SERVIDORES,443,tcp,14.5,126.5,9.1,118.6,conciliación de pagos,benigna,0,0
CX240,SEG_SERVIDORES,EXTERNO,25,tcp,47.6,7.7,10.0,185.5,correo saliente,benigna,1,0
CX298,SEG_USUARIOS,EXTERNO,443,tcp,62.3,89.1,7.0,25.5,navegación web,benigna,1,0
CX203,SEG_SERVIDORES,SEG_BASES,1433,tcp,41.4,21.7,13.8,87.5,consulta de base de datos,benigna,0,0
CX302,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,24.5,93.0,10.8,86.3,intranet,benigna,0,0
CX358,SEG_DMZ,SEG_SERVIDORES,443,tcp,12.2,56.3,11.6,54.3,retorno de servicios,benigna,0,0
CX176,SEG_PAGOS,SEG_SERVIDORES,443,tcp,67.1,60.8,12.3,72.5,conciliación de pagos,benigna,0,0
CX557,SEG_PAGOS,SEG_SERVIDORES,443,tcp,24.6,79.1,15.3,131.3,conciliación de pagos,benigna,0,0
CX129,SEG_USUARIOS,SEG_DMZ,443,tcp,48.2,37.7,8.3,224.5,correo web,benigna,0,0
CX166,SEG_SERVIDORES,EXTERNO,25,tcp,2.4,39.1,14.1,57.1,correo saliente,benigna,1,0
CX026,SEG_USUARIOS,SEG_DMZ,443,tcp,35.5,39.1,16.8,93.6,correo web,benigna,0,0
CX151,SEG_USUARIOS,EXTERNO,443,tcp,86.9,44.8,12.3,82.3,navegación web,benigna,1,0
CX107,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,5.6,33.7,7.2,16.9,portal interno,benigna,0,0
CX012,SEG_SERVIDORES,EXTERNO,53,udp,6.5,78.6,15.6,183.8,consulta de nombres,benigna,1,0
CX546,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,4.6,55.2,10.5,169.7,intranet,benigna,0,0
CX181,SEG_SERVIDORES,EXTERNO,53,udp,32.3,141.8,13.7,160.9,consulta de nombres,benigna,1,0
CX122,SEG_ADMIN,SEG_BASES,22,tcp,111.6,90.4,7.4,95.8,mantenimiento de base de datos,benigna,0,0
CX597,SEG_SERVIDORES,SEG_BASES,5432,tcp,11.7,16.9,8.4,85.0,"migración concluida, sin uso",benigna,0,1
CX403,SEG_SERVIDORES,SEG_BASES,1433,tcp,26.3,27.0,12.3,88.3,consulta de base de datos,benigna,0,0
CX562,SEG_DMZ,EXTERNO,443,tcp,45.3,103.3,16.6,114.1,servicios publicados,benigna,1,0
CX310,SEG_USUARIOS,EXTERNO,443,tcp,15.9,41.2,7.1,50.8,navegación web,benigna,1,0
CX318,SEG_SERVIDORES,SEG_BASES,1433,tcp,42.8,70.6,14.0,82.8,consulta de base de datos,benigna,0,0
CX072,SEG_BASES,SEG_SERVIDORES,1433,tcp,86.2,118.4,4.6,52.3,respuesta de base de datos,benigna,0,0
CX450,SEG_SERVIDORES,SEG_BASES,1433,tcp,10.0,50.1,11.2,109.2,consulta de base de datos,benigna,0,0
CX283,SEG_SERVIDORES,EXTERNO,25,tcp,115.2,49.7,11.4,94.9,correo saliente,benigna,1,0
CX396,SEG_DMZ,EXTERNO,443,tcp,48.0,67.8,15.2,40.1,servicios publicados,benigna,1,0
CX489,SEG_DMZ,SEG_SERVIDORES,443,tcp,17.4,95.0,9.8,28.7,retorno de servicios,benigna,0,0
CX452,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,3.0,36.6,12.2,185.4,carpeta compartida,benigna,0,0
CX420,SEG_DMZ,SEG_SERVIDORES,443,tcp,76.0,40.6,13.0,57.4,retorno de servicios,benigna,0,0
CX260,SEG_DMZ,SEG_SERVIDORES,443,tcp,39.2,97.3,11.5,76.4,retorno de servicios,benigna,0,0
CX540,SEG_PAGOS,SEG_SERVIDORES,443,tcp,47.9,105.8,9.1,95.4,conciliación de pagos,benigna,0,0
CX516,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,44.1,62.4,13.0,161.4,administración remota,benigna,0,0
CX350,SEG_PAGOS,SEG_SERVIDORES,443,tcp,1.9,61.1,14.6,56.6,conciliación de pagos,benigna,0,0
CX448,SEG_DMZ,SEG_SERVIDORES,443,tcp,39.6,56.9,13.9,79.8,retorno de servicios,benigna,0,0
CX524,SEG_SERVIDORES,EXTERNO,25,tcp,33.2,81.4,14.9,159.8,correo saliente,benigna,1,0
CX301,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,57.9,51.5,8.4,44.7,intranet,benigna,0,0
CX102,SEG_SERVIDORES,EXTERNO,53,udp,64.7,82.5,10.7,36.6,consulta de nombres,benigna,1,0
CX359,SEG_SERVIDORES,EXTERNO,25,tcp,4.9,36.0,16.2,84.7,correo saliente,benigna,1,0
CX056,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,79.2,86.3,14.6,45.0,intranet,benigna,0,0
CX069,SEG_DMZ,EXTERNO,443,tcp,9.1,48.2,11.8,47.8,servicios publicados,benigna,1,0
CX042,SEG_SERVIDORES,SEG_BASES,1433,tcp,66.3,146.6,8.7,124.5,consulta de base de datos,benigna,0,0
CX086,SEG_USUARIOS,SEG_DMZ,443,tcp,41.3,10.5,11.1,78.2,correo web,benigna,0,0
CX402,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,44.1,83.7,12.2,75.1,intranet,benigna,0,0
CX135,SEG_ADMIN,SEG_BASES,22,tcp,83.6,47.5,13.0,154.7,mantenimiento de base de datos,benigna,0,0
CX197,SEG_SERVIDORES,EXTERNO,53,udp,48.3,43.5,17.5,63.5,consulta de nombres,benigna,1,0
CX341,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,11.4,100.2,11.9,125.9,escritorio remoto,benigna,0,0
CX217,SEG_SERVIDORES,SEG_BASES,1433,tcp,1.2,70.6,7.6,181.6,consulta de base de datos,benigna,0,0
CX477,SEG_SERVIDORES,EXTERNO,53,udp,62.8,84.4,9.9,114.4,consulta de nombres,benigna,1,0
CX506,SEG_USUARIOS,EXTERNO,443,tcp,64.4,39.2,11.8,119.8,navegación web,benigna,1,0
CX587,SEG_SERVIDORES,SEG_BASES,5432,tcp,7.9,12.6,9.4,84.7,"migración concluida, sin uso",benigna,0,1
CX521,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,43.3,27.0,10.7,164.1,administración remota,benigna,0,0
CX354,SEG_DMZ,EXTERNO,443,tcp,24.0,74.3,6.6,78.7,servicios publicados,benigna,1,0
CX484,SEG_SERVIDORES,SEG_BASES,1433,tcp,14.7,7.7,11.5,23.9,consulta de base de datos,benigna,0,0
CX309,SEG_DMZ,EXTERNO,443,tcp,28.7,68.3,15.6,79.0,servicios publicados,benigna,1,0
CX268,SEG_DMZ,SEG_SERVIDORES,443,tcp,3.6,69.7,12.1,110.4,retorno de servicios,benigna,0,0
CX013,SEG_BASES,SEG_SERVIDORES,1433,tcp,90.9,97.4,19.9,142.2,respuesta de base de datos,benigna,0,0
CX063,SEG_SERVIDORES,EXTERNO,53,udp,68.5,111.7,8.0,107.1,consulta de nombres,benigna,1,0
CX171,SEG_USUARIOS,EXTERNO,443,tcp,21.8,101.7,10.3,100.2,navegación web,benigna,1,0
CX182,SEG_PAGOS,SEG_SERVIDORES,443,tcp,21.4,83.1,7.6,57.9,conciliación de pagos,benigna,0,0
CX193,SEG_USUARIOS,SEG_DMZ,443,tcp,54.7,104.2,14.9,100.3,correo web,benigna,0,0
CX190,SEG_BASES,SEG_SERVIDORES,1433,tcp,56.6,4.3,11.7,120.7,respuesta de base de datos,benigna,0,0
CX113,SEG_SERVIDORES,EXTERNO,53,udp,74.8,119.1,18.5,118.0,consulta de nombres,benigna,1,0
CX103,SEG_SERVIDORES,EXTERNO,53,udp,77.8,102.6,11.1,94.8,consulta de nombres,benigna,1,0
CX078,SEG_SERVIDORES,EXTERNO,25,tcp,122.9,92.8,10.5,143.2,correo saliente,benigna,1,0
CX191,SEG_PAGOS,SEG_SERVIDORES,443,tcp,54.0,120.0,10.0,35.4,conciliación de pagos,benigna,0,0
CX476,SEG_SERVIDORES,SEG_BASES,1433,tcp,38.1,74.8,12.8,102.3,consulta de base de datos,benigna,0,0
CX053,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,56.7,58.9,16.8,58.0,portal interno,benigna,0,0
CX029,SEG_SERVIDORES,SEG_BASES,1433,tcp,58.6,105.1,8.7,189.7,consulta de base de datos,benigna,0,0
CX066,SEG_USUARIOS,EXTERNO,443,tcp,22.4,103.6,10.6,136.6,navegación web,benigna,1,0
CX416,SEG_ADMIN,SEG_BASES,22,tcp,2.8,21.7,6.0,130.7,mantenimiento de base de datos,benigna,0,0
CX291,SEG_SERVIDORES,EXTERNO,53,udp,18.2,33.2,14.6,170.9,consulta de nombres,benigna,1,0
CX480,SEG_USUARIOS,EXTERNO,443,tcp,52.0,37.4,8.8,120.4,navegación web,benigna,1,0
CX083,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,40.7,41.5,14.7,19.6,intranet,benigna,0,0
CX460,SEG_USUARIOS,SEG_DMZ,443,tcp,36.0,28.4,13.8,114.5,correo web,benigna,0,0
CX160,SEG_DMZ,SEG_SERVIDORES,443,tcp,41.1,89.2,9.2,170.5,retorno de servicios,benigna,0,0
CX340,SEG_BASES,SEG_SERVIDORES,1433,tcp,60.3,43.3,15.7,139.5,respuesta de base de datos,benigna,0,0
CX245,SEG_BASES,SEG_SERVIDORES,1433,tcp,65.3,19.9,12.3,171.8,respuesta de base de datos,benigna,0,0
CX537,SEG_USUARIOS,SEG_DMZ,443,tcp,8.0,35.2,14.8,92.4,correo web,benigna,0,0
CX581,SEG_USUARIOS,EXTERNO,8443,tcp,31.8,57.5,9.7,174.1,herramienta de colaboración sin trámite,benigna,1,1
CX127,SEG_PAGOS,SEG_SERVIDORES,443,tcp,61.3,67.4,7.5,97.9,conciliación de pagos,benigna,0,0
CX233,SEG_ADMIN,SEG_BASES,22,tcp,32.7,99.6,13.3,141.5,mantenimiento de base de datos,benigna,0,0
CX212,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,26.0,7.2,13.3,110.4,carpeta compartida,benigna,0,0
CX428,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,27.7,75.9,11.7,63.0,portal interno,benigna,0,0
CX293,SEG_USUARIOS,EXTERNO,443,tcp,9.1,52.4,7.7,153.5,navegación web,benigna,1,0
CX213,SEG_SERVIDORES,SEG_DMZ,443,tcp,27.3,20.1,9.8,180.1,publicación de servicios,benigna,0,0
CX478,SEG_DMZ,EXTERNO,443,tcp,61.0,13.7,18.8,81.1,servicios publicados,benigna,1,0
CX104,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,45.1,70.4,15.8,54.6,intranet,benigna,0,0
CX445,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,34.0,48.6,12.2,49.8,portal interno,benigna,0,0
CX323,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,66.7,119.8,6.9,87.2,carpeta compartida,benigna,0,0
CX538,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,46.8,54.2,10.3,83.4,carpeta compartida,benigna,0,0
CX009,SEG_SERVIDORES,SEG_BASES,1433,tcp,2.3,77.0,9.2,65.9,consulta de base de datos,benigna,0,0
CX259,SEG_SERVIDORES,SEG_DMZ,443,tcp,70.2,36.6,17.6,198.7,publicación de servicios,benigna,0,0
CX229,SEG_USUARIOS,EXTERNO,443,tcp,18.0,31.0,11.1,40.8,navegación web,benigna,1,0
CX238,SEG_SERVIDORES,EXTERNO,53,udp,18.5,38.9,12.8,22.5,consulta de nombres,benigna,1,0
CX552,SEG_SERVIDORES,SEG_BASES,1433,tcp,45.6,77.0,15.3,34.8,consulta de base de datos,benigna,0,0
CX183,SEG_SERVIDORES,EXTERNO,25,tcp,70.1,96.2,12.4,38.9,correo saliente,benigna,1,0
CX495,SEG_BASES,SEG_SERVIDORES,1433,tcp,33.0,88.1,12.8,16.5,respuesta de base de datos,benigna,0,0
CX198,SEG_USUARIOS,SEG_DMZ,443,tcp,18.0,41.3,13.4,228.4,correo web,benigna,0,0
CX282,SEG_ADMIN,SEG_BASES,22,tcp,37.5,21.6,10.8,16.8,mantenimiento de base de datos,benigna,0,0
CX391,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,60.2,86.4,8.7,90.3,intranet,benigna,0,0
CX575,SEG_SERVIDORES,EXTERNO,25,tcp,47.9,92.9,12.7,135.4,correo saliente,benigna,1,0
CX533,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,5.1,43.7,8.7,85.7,escritorio remoto,benigna,0,0
CX473,SEG_PAGOS,SEG_SERVIDORES,443,tcp,31.4,48.4,7.0,103.4,conciliación de pagos,benigna,0,0
CX051,SEG_SERVIDORES,EXTERNO,25,tcp,11.6,72.5,13.8,113.5,correo saliente,benigna,1,0
CX188,SEG_DMZ,EXTERNO,443,tcp,33.3,73.5,11.5,80.5,servicios publicados,benigna,1,0
CX165,SEG_USUARIOS,SEG_DMZ,443,tcp,23.2,62.2,10.1,109.5,correo web,benigna,0,0
CX023,SEG_DMZ,EXTERNO,443,tcp,77.8,132.1,12.5,15.0,servicios publicados,benigna,1,0
CX319,SEG_SERVIDORES,EXTERNO,25,tcp,78.3,107.1,9.4,143.5,correo saliente,benigna,1,0
CX235,SEG_BASES,SEG_SERVIDORES,1433,tcp,50.6,49.1,10.3,23.7,respuesta de base de datos,benigna,0,0
CX169,SEG_ADMIN,SEG_BASES,22,tcp,55.3,70.2,8.6,95.8,mantenimiento de base de datos,benigna,0,0
CX574,SEG_BASES,SEG_SERVIDORES,1433,tcp,13.3,110.3,10.9,104.4,respuesta de base de datos,benigna,0,0
CX070,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,25.8,41.9,12.5,115.7,portal interno,benigna,0,0
CX187,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,25.3,42.9,16.9,152.0,intranet,benigna,0,0
CX483,SEG_SERVIDORES,SEG_DMZ,443,tcp,57.7,98.3,11.6,70.9,publicación de servicios,benigna,0,0
CX485,SEG_USUARIOS,SEG_DMZ,443,tcp,44.2,81.1,11.0,99.9,correo web,benigna,0,0
CX356,SEG_ADMIN,SEG_BASES,22,tcp,9.4,12.2,10.0,47.0,mantenimiento de base de datos,benigna,0,0
CX206,SEG_SERVIDORES,SEG_DMZ,443,tcp,23.1,82.3,10.8,93.8,publicación de servicios,benigna,0,0
CX152,SEG_BASES,SEG_SERVIDORES,1433,tcp,56.8,14.4,15.5,134.8,respuesta de base de datos,benigna,0,0
CX492,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,57.0,155.6,6.6,104.7,escritorio remoto,benigna,0,0
CX437,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,36.0,26.5,19.5,196.3,intranet,benigna,0,0
CX030,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,37.3,79.7,16.9,33.8,intranet,benigna,0,0
CX595,SEG_SERVIDORES,SEG_BASES,5432,tcp,14.3,11.1,10.2,46.6,"migración concluida, sin uso",benigna,0,1
CX239,SEG_USUARIOS,EXTERNO,443,tcp,53.0,6.6,13.0,70.7,navegación web,benigna,1,0
CX162,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,46.8,123.7,11.2,99.3,carpeta compartida,benigna,0,0
CX566,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,27.3,21.4,11.8,134.6,portal interno,benigna,0,0
CX382,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,65.3,11.4,14.4,164.8,intranet,benigna,0,0
CX367,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,41.1,34.7,11.7,131.6,administración remota,benigna,0,0
CX324,SEG_DMZ,SEG_SERVIDORES,443,tcp,77.3,62.9,14.4,135.9,retorno de servicios,benigna,0,0
CX117,SEG_PAGOS,SEG_SERVIDORES,443,tcp,49.9,74.8,19.5,116.7,conciliación de pagos,benigna,0,0
CX343,SEG_DMZ,SEG_SERVIDORES,443,tcp,83.4,101.7,6.4,223.1,retorno de servicios,benigna,0,0
CX258,SEG_ADMIN,SEG_BASES,22,tcp,104.6,53.3,11.8,126.0,mantenimiento de base de datos,benigna,0,0
CX380,SEG_PAGOS,SEG_SERVIDORES,443,tcp,59.5,6.2,7.8,150.6,conciliación de pagos,benigna,0,0
CX427,SEG_SERVIDORES,SEG_DMZ,443,tcp,69.2,60.4,11.3,41.7,publicación de servicios,benigna,0,0
CX500,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,87.1,35.6,14.9,138.1,portal interno,benigna,0,0
CX047,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,65.2,125.8,9.1,137.7,carpeta compartida,benigna,0,0
CX004,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,23.1,78.2,8.6,77.7,administración remota,benigna,0,0
CX365,SEG_SERVIDORES,EXTERNO,53,udp,47.1,70.0,13.4,174.1,consulta de nombres,benigna,1,0
CX236,SEG_SERVIDORES,EXTERNO,53,udp,53.8,118.6,13.9,103.0,consulta de nombres,benigna,1,0
CX031,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,39.3,119.8,11.2,112.4,portal interno,benigna,0,0
CX155,SEG_SERVIDORES,EXTERNO,53,udp,16.3,44.2,14.9,164.6,consulta de nombres,benigna,1,0
CX472,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,59.0,44.5,9.4,58.0,carpeta compartida,benigna,0,0
CX594,SEG_SERVIDORES,SEG_BASES,3306,tcp,17.6,8.5,11.4,57.3,"migración concluida, sin uso",benigna,0,1
CX398,SEG_USUARIOS,EXTERNO,443,tcp,47.5,48.4,12.0,93.9,navegación web,benigna,1,0
CX280,SEG_SERVIDORES,EXTERNO,53,udp,2.9,108.0,11.5,110.4,consulta de nombres,benigna,1,0
CX052,SEG_PAGOS,SEG_SERVIDORES,443,tcp,56.8,40.6,12.3,156.2,conciliación de pagos,benigna,0,0
CX037,SEG_USUARIOS,EXTERNO,443,tcp,68.7,81.3,11.1,97.2,navegación web,benigna,1,0
CX098,SEG_SERVIDORES,SEG_DMZ,443,tcp,34.0,88.5,13.7,9.3,publicación de servicios,benigna,0,0
CX387,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,52.5,68.1,14.6,175.5,escritorio remoto,benigna,0,0
CX014,SEG_DMZ,EXTERNO,443,tcp,41.6,54.1,14.1,95.8,servicios publicados,benigna,1,0
CX164,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,20.9,90.3,11.0,38.7,portal interno,benigna,0,0
CX059,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,4.7,60.0,7.6,34.8,administración remota,benigna,0,0
CX064,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,44.2,63.6,8.9,106.3,carpeta compartida,benigna,0,0
CX234,SEG_SERVIDORES,SEG_BASES,1433,tcp,54.0,67.3,14.9,148.3,consulta de base de datos,benigna,0,0
CX410,SEG_ADMIN,SEG_BASES,22,tcp,40.9,53.9,13.2,146.4,mantenimiento de base de datos,benigna,0,0
CX513,SEG_SERVIDORES,EXTERNO,25,tcp,64.1,23.4,10.1,141.0,correo saliente,benigna,1,0
CX588,SEG_SERVIDORES,SEG_BASES,3306,tcp,12.3,8.6,9.8,116.6,"migración concluida, sin uso",benigna,0,1
CX266,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,71.5,67.9,12.8,58.3,administración remota,benigna,0,0
CX412,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,7.0,62.9,16.1,60.7,escritorio remoto,benigna,0,0
CX385,SEG_DMZ,EXTERNO,443,tcp,28.5,94.8,13.1,31.6,servicios publicados,benigna,1,0
CX079,SEG_SERVIDORES,SEG_DMZ,443,tcp,47.8,126.4,15.4,103.4,publicación de servicios,benigna,0,0
CX046,SEG_SERVIDORES,SEG_DMZ,443,tcp,24.1,14.1,10.0,143.7,publicación de servicios,benigna,0,0
CX372,SEG_ADMIN,SEG_BASES,22,tcp,28.3,5.6,17.7,28.6,mantenimiento de base de datos,benigna,0,0
CX332,SEG_USUARIOS,EXTERNO,443,tcp,28.2,64.2,8.3,52.7,navegación web,benigna,1,0
CX158,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,99.0,87.6,11.1,109.0,portal interno,benigna,0,0
CX025,SEG_DMZ,EXTERNO,443,tcp,34.0,79.7,11.9,126.6,servicios publicados,benigna,1,0
CX501,SEG_SERVIDORES,SEG_DMZ,443,tcp,2.5,70.3,10.1,47.3,publicación de servicios,benigna,0,0
CX400,SEG_BASES,SEG_SERVIDORES,1433,tcp,108.8,89.5,13.7,72.0,respuesta de base de datos,benigna,0,0
CX257,SEG_ADMIN,SEG_BASES,22,tcp,69.6,79.3,13.9,81.4,mantenimiento de base de datos,benigna,0,0
CX383,SEG_DMZ,EXTERNO,443,tcp,22.7,33.1,15.2,102.3,servicios publicados,benigna,1,0
CX548,SEG_PAGOS,SEG_SERVIDORES,443,tcp,59.7,65.8,17.0,27.2,conciliación de pagos,benigna,0,0
CX475,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,32.8,57.4,7.2,38.8,intranet,benigna,0,0
CX592,SEG_SERVIDORES,SEG_BASES,1521,tcp,11.0,14.6,10.8,64.9,"migración concluida, sin uso",benigna,0,1
CX290,SEG_BASES,SEG_SERVIDORES,1433,tcp,51.0,30.4,13.0,44.3,respuesta de base de datos,benigna,0,0
CX481,SEG_ADMIN,SEG_BASES,22,tcp,34.0,106.5,14.1,114.4,mantenimiento de base de datos,benigna,0,0
CX439,SEG_PAGOS,SEG_SERVIDORES,443,tcp,58.6,90.5,13.8,70.6,conciliación de pagos,benigna,0,0
CX123,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,79.4,22.7,15.2,101.6,administración remota,benigna,0,0
CX320,SEG_BASES,SEG_SERVIDORES,1433,tcp,67.9,39.2,16.3,159.9,respuesta de base de datos,benigna,0,0
CX067,SEG_DMZ,EXTERNO,443,tcp,60.3,49.1,9.6,211.4,servicios publicados,benigna,1,0
CX195,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,20.2,89.8,15.6,200.4,intranet,benigna,0,0
CX178,SEG_BASES,SEG_SERVIDORES,1433,tcp,46.6,102.4,14.4,81.7,respuesta de base de datos,benigna,0,0
CX207,SEG_USUARIOS,SEG_DMZ,443,tcp,56.1,14.5,10.0,87.0,correo web,benigna,0,0
CX128,SEG_USUARIOS,EXTERNO,443,tcp,23.8,107.6,13.9,205.7,navegación web,benigna,1,0
CX474,SEG_USUARIOS,SEG_DMZ,443,tcp,89.1,103.9,17.2,90.1,correo web,benigna,0,0
CX337,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,39.8,7.8,11.3,83.5,administración remota,benigna,0,0
CX421,SEG_USUARIOS,EXTERNO,443,tcp,29.4,31.5,14.0,5.9,navegación web,benigna,1,0
CX462,SEG_DMZ,EXTERNO,443,tcp,126.5,77.3,9.4,102.3,servicios publicados,benigna,1,0
CX001,SEG_ADMIN,SEG_BASES,22,tcp,34.6,119.0,14.7,76.5,mantenimiento de base de datos,benigna,0,0
CX227,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,86.1,81.9,20.4,85.9,carpeta compartida,benigna,0,0
CX570,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,56.8,56.6,11.3,155.5,carpeta compartida,benigna,0,0
CX563,SEG_DMZ,SEG_SERVIDORES,443,tcp,91.8,65.3,8.6,99.3,retorno de servicios,benigna,0,0
CX250,SEG_BASES,SEG_SERVIDORES,1433,tcp,66.7,53.9,11.6,157.1,respuesta de base de datos,benigna,0,0
CX378,SEG_USUARIOS,SEG_DMZ,443,tcp,49.6,62.3,6.9,44.1,correo web,benigna,0,0
CX109,SEG_ADMIN,SEG_BASES,22,tcp,64.9,74.3,11.4,76.8,mantenimiento de base de datos,benigna,0,0
CX194,SEG_SERVIDORES,EXTERNO,53,udp,45.6,21.0,11.9,175.4,consulta de nombres,benigna,1,0
CX006,SEG_USUARIOS,SEG_SERVIDORES,80,tcp,58.9,55.0,12.4,23.3,intranet,benigna,0,0
CX261,SEG_SERVIDORES,EXTERNO,53,udp,67.5,69.5,6.1,111.9,consulta de nombres,benigna,1,0
CX564,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,94.5,28.0,16.7,32.1,escritorio remoto,benigna,0,0
CX314,SEG_USUARIOS,SEG_SERVIDORES,443,tcp,96.2,90.9,16.7,13.7,portal interno,benigna,0,0
CX532,SEG_USUARIOS,EXTERNO,443,tcp,42.6,70.2,12.3,103.3,navegación web,benigna,1,0
CX561,SEG_SERVIDORES,SEG_SERVIDORES,22,tcp,83.4,91.8,10.0,126.3,administración remota,benigna,0,0
CX060,SEG_USUARIOS,SEG_DMZ,443,tcp,26.2,17.4,17.2,134.0,correo web,benigna,0,0
CX346,SEG_ADMIN,SEG_BASES,22,tcp,80.9,13.7,11.8,72.3,mantenimiento de base de datos,benigna,0,0
CX048,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,30.9,65.6,11.4,135.4,carpeta compartida,benigna,0,0
CX520,SEG_BASES,SEG_SERVIDORES,1433,tcp,48.2,67.5,11.5,91.2,respuesta de base de datos,benigna,0,0
CX303,SEG_USUARIOS,SEG_DMZ,443,tcp,69.7,95.2,16.1,146.0,correo web,benigna,0,0
CX457,SEG_USUARIOS,SEG_DMZ,443,tcp,6.3,38.1,11.3,134.9,correo web,benigna,0,0
CX121,SEG_USUARIOS,SEG_DMZ,443,tcp,44.7,123.0,8.7,126.8,correo web,benigna,0,0
CX287,SEG_USUARIOS,SEG_DMZ,443,tcp,45.0,26.8,12.3,91.2,correo web,benigna,0,0
CX423,SEG_SERVIDORES,SEG_BASES,1433,tcp,48.6,19.2,10.0,30.6,consulta de base de datos,benigna,0,0
CX415,SEG_USUARIOS,EXTERNO,443,tcp,41.6,50.9,11.3,122.5,navegación web,benigna,1,0
CX539,SEG_PAGOS,SEG_SERVIDORES,443,tcp,28.5,62.6,12.0,134.7,conciliación de pagos,benigna,0,0
CX247,SEG_ADMIN,SEG_SERVIDORES,3389,tcp,10.7,59.3,10.3,56.3,escritorio remoto,benigna,0,0
CX509,SEG_SERVIDORES,SEG_DMZ,443,tcp,59.5,60.8,15.3,72.7,publicación de servicios,benigna,0,0
CX167,SEG_SERVIDORES,SEG_DMZ,443,tcp,38.3,19.8,14.0,102.3,publicación de servicios,benigna,0,0
CX313,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,11.5,130.3,14.9,162.1,carpeta compartida,benigna,0,0
CX511,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,41.0,106.2,13.1,150.8,carpeta compartida,benigna,0,0
CX210,SEG_USUARIOS,SEG_SERVIDORES,445,tcp,82.1,42.6,10.3,69.2,carpeta compartida,benigna,0,0
CX486,SEG_DMZ,SEG_SERVIDORES,443,tcp,14.8,49.4,12.6,28.7,retorno de servicios,benigna,0,0
